candidate_id,name,email,phone,experience_years,experience_level,education,certifications
500,Angela Walker,angela.walker3668@gmail.com,2098092867,6,mid,Master's in Computer Science,"CompTIA Security+, CompTIA A+, CISA, CompTIA CySA+"
501,Nathan Stephens,nathan.stephens9576@hotmail.com,001-492-964-4862x6384,5,mid,Associate's in Cybersecurity,"CompTIA Security+, GIAC Security Essentials (GSEC), CompTIA CySA+"
502,Lauren Miller,lauren.miller6723@yahoo.com,627.704.5152x577,4,mid,Master's in Computer Science,"CompTIA A+, CompTIA Network+, Offensive Security Certified Professional (OSCP)"
503,Robert Bray,robert.bray8713@gmail.com,(547)809-1777x988,8,senior,Associate's in Cybersecurity,"CompTIA Security+, CompTIA Network+, CompTIA CySA+, GIAC Certified Incident Handler (GCIH)"
504,Jeremy Robinson,jeremy.robinson8760@gmail.com,(383)385-6768,4,mid,Associate's in Cybersecurity,"CompTIA Security+, CompTIA Network+, CISM"
505,Jared Moran,jared.moran6897@gmail.com,3307223864,3,mid,Master's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Security+"
506,Richard Solis,richard.solis852@yahoo.com,530.596.9116x144,7,mid,Bachelor's in Information Technology,"CompTIA A+, CompTIA Security+, GIAC Certified Incident Handler (GCIH), CompTIA CySA+"
507,Nicole Mclaughlin,nicole.mclaughlin5483@gmail.com,688-476-2238,5,mid,Master's in Cybersecurity,"CompTIA Security+, CompTIA A+, CEH"
508,Jeremy Peterson,jeremy.peterson2199@hotmail.com,233-427-5337x525,5,mid,Master's in Cybersecurity,"CompTIA A+, CompTIA Security+, GIAC Certified Incident Handler (GCIH)"
509,Christine Johnson,christine.johnson5100@gmail.com,7825079787,6,mid,Master's in Information Security,"CompTIA A+, CompTIA Network+, CISSP, CEH"
510,Troy Padilla,troy.padilla2137@hotmail.com,4453984044,7,mid,Master's in Information Security,"CompTIA Network+, CompTIA Security+, GIAC Certified Incident Handler (GCIH), Offensive Security Certified Professional (OSCP)"
511,Kimberly Watts,kimberly.watts8603@yahoo.com,(661)278-4448,3,mid,Master's in Information Security,"CompTIA Security+, CompTIA A+"
512,Nicole Smith,nicole.smith232@gmail.com,650-478-1701x19063,10,senior,Master's in Cybersecurity,"CompTIA Network+, CompTIA Security+, Offensive Security Certified Professional (OSCP), GIAC Certified Incident Handler (GCIH)"
513,John Decker,john.decker3737@hotmail.com,4732043585,5,mid,Master's in Computer Science,"CompTIA Security+, CompTIA A+, CISSP"
514,Benjamin Young,benjamin.young6857@hotmail.com,2934483342,5,mid,Master's in Information Security,"CompTIA A+, GIAC Security Essentials (GSEC), CEH"
515,Amanda Daniels,amanda.daniels4863@gmail.com,+1-630-513-0021,4,mid,Bachelor's in Computer Science,"CompTIA Network+, CompTIA Security+, Offensive Security Certified Professional (OSCP)"
516,Shawn Blake,shawn.blake6036@gmail.com,(304)772-1382,6,mid,Master's in Computer Science,"CompTIA Security+, CompTIA Network+, CEH, GIAC Certified Incident Handler (GCIH)"
517,Abigail Stephens,abigail.stephens2290@yahoo.com,001-525-674-9649,3,mid,Bachelor's in Computer Science,"CompTIA Network+, GIAC Security Essentials (GSEC)"
518,Nicholas Allison,nicholas.allison2566@yahoo.com,(435)875-8404,8,senior,Master's in Information Security,"CompTIA A+, GIAC Security Essentials (GSEC), CISM, GIAC Certified Incident Handler (GCIH)"
519,Frank Walker,frank.walker1050@gmail.com,(533)494-7739,5,mid,Master's in Cybersecurity,"CompTIA Security+, GIAC Security Essentials (GSEC), CISA"
520,Lisa Salazar,lisa.salazar4129@yahoo.com,381-939-4717x57771,4,mid,Bachelor's in Computer Science,"GIAC Security Essentials (GSEC), CompTIA A+, CompTIA CySA+"
521,Jacob Murphy,jacob.murphy7175@yahoo.com,(352)840-9035,2,entry,Bachelor's in Cybersecurity,"CompTIA Network+, CompTIA Security+"
522,Roberto Chandler,roberto.chandler225@hotmail.com,627.629.8462x651,4,mid,Bachelor's in Information Technology,"CompTIA Security+, CompTIA Network+, GIAC Certified Incident Handler (GCIH)"
523,Madison Kennedy,madison.kennedy8084@hotmail.com,(777)567-0137x669,5,mid,Bachelor's in Network Engineering,"GIAC Security Essentials (GSEC), CompTIA Security+, GIAC Certified Incident Handler (GCIH)"
524,Barbara Johnson,barbara.johnson8958@gmail.com,8522100501,4,mid,Bachelor's in Cybersecurity,"CompTIA A+, CompTIA Network+, CEH"
525,Richard Marshall,richard.marshall7756@hotmail.com,712.236.8223,6,mid,Master's in Information Security,"GIAC Security Essentials (GSEC), CompTIA A+, CEH, CISM"
526,Larry Boyd,larry.boyd4419@hotmail.com,001-323-245-3849x86283,5,mid,Bachelor's in Information Technology,"CompTIA Network+, CompTIA Security+, CISA"
527,Jesus Woodard,jesus.woodard3003@gmail.com,001-357-323-2240x37604,5,mid,Master's in Information Security,"CompTIA Security+, CompTIA A+, CompTIA CySA+"
528,Leslie Bryant,leslie.bryant1138@hotmail.com,371-887-1080x58377,4,mid,Bachelor's in Network Engineering,"CompTIA Security+, CompTIA Network+, CISSP"
529,Aaron Sparks,aaron.sparks5023@gmail.com,001-585-613-5650x074,10,senior,Bachelor's in Information Technology,"CompTIA Network+, GIAC Security Essentials (GSEC), CompTIA CySA+, CISM"
530,Devon Carey,devon.carey6351@gmail.com,231.245.7375,10,senior,Master's in Cybersecurity,"CompTIA Network+, CompTIA A+, Offensive Security Certified Professional (OSCP), CompTIA CySA+"
531,Michael Luna,michael.luna6928@gmail.com,001-474-636-6122x39250,5,mid,Master's in Information Security,"CompTIA Security+, GIAC Security Essentials (GSEC), CompTIA CySA+"
532,Kyle Pitts,kyle.pitts2159@gmail.com,(496)284-1455x166,6,mid,Master's in Information Security,"CompTIA Security+, GIAC Security Essentials (GSEC), CISM, CompTIA CySA+"
533,Samuel Montgomery,samuel.montgomery3222@hotmail.com,+1-981-217-3216x5816,7,mid,Master's in Cybersecurity,"CompTIA Network+, GIAC Security Essentials (GSEC), CISM, CISSP"
534,Tracy Hill,tracy.hill4403@yahoo.com,603.607.5673,3,mid,Bachelor's in Cybersecurity,"CompTIA A+, GIAC Security Essentials (GSEC)"
535,Alexander Walker,alexander.walker4427@yahoo.com,+1-255-653-0749x9175,4,mid,Master's in Information Security,"CompTIA A+, CompTIA Network+, CISSP"
536,Susan Ruiz,susan.ruiz3560@gmail.com,(913)781-7780,6,mid,Master's in Computer Science,"CompTIA Security+, GIAC Security Essentials (GSEC), CEH, CISA"
537,Erica Hamilton,erica.hamilton6854@yahoo.com,894.876.4330,5,mid,Master's in Information Security,"GIAC Security Essentials (GSEC), CompTIA A+, CISSP"
538,Kimberly Hale,kimberly.hale7433@gmail.com,5175351423,3,mid,Associate's in Cybersecurity,"CompTIA Security+, CompTIA Network+"
539,Guy Gardner,guy.gardner860@gmail.com,(640)504-4120x051,2,entry,Master's in Cybersecurity,"CompTIA A+, CompTIA Security+"
540,Samantha Coleman,samantha.coleman2686@yahoo.com,+1-431-476-1312x789,6,mid,Master's in Information Security,"CompTIA Network+, CompTIA A+, CEH, Offensive Security Certified Professional (OSCP)"
541,Jordan Chapman,jordan.chapman5728@hotmail.com,626-822-1214x8374,6,mid,Master's in Computer Science,"CompTIA A+, CompTIA Security+, CISM, CISA"
542,William Estrada,william.estrada4418@hotmail.com,508-719-0451x775,6,mid,Bachelor's in Computer Science,"GIAC Security Essentials (GSEC), CompTIA Security+, CISM, CISA"
543,Danielle Anderson,danielle.anderson3742@hotmail.com,001-804-465-0422x75128,2,entry,Associate's in Cybersecurity,"CompTIA A+, CompTIA Network+"
544,Ashley Cook,ashley.cook9341@gmail.com,(824)536-1436x233,3,mid,Bachelor's in Computer Science,"CompTIA Security+, CompTIA Network+"
545,Cathy Roy,cathy.roy3002@hotmail.com,+1-710-694-3910x86688,7,mid,Master's in Information Security,"CompTIA A+, CompTIA Security+, CEH, CISSP"
546,Daniel Stone,daniel.stone7956@gmail.com,355-450-1356x2199,5,mid,Master's in Cybersecurity,"CompTIA Security+, CompTIA Network+, CompTIA CySA+"
547,Wanda Monroe,wanda.monroe2664@yahoo.com,483.915.5774x125,4,mid,Bachelor's in Network Engineering,"CompTIA A+, CompTIA Security+, CISSP"
548,Steven Young,steven.young722@yahoo.com,281-735-0504x1618,6,mid,Bachelor's in Network Engineering,"CompTIA A+, CompTIA Security+, Offensive Security Certified Professional (OSCP), CEH"
549,Stacey Norton,stacey.norton9302@hotmail.com,(895)746-7543x6801,5,mid,Bachelor's in Computer Science,"CompTIA Network+, CompTIA A+, CISA"
550,Rodney Gibson,rodney.gibson4285@hotmail.com,260.409.4215x7562,4,mid,Bachelor's in Cybersecurity,"CompTIA A+, CompTIA Network+, Offensive Security Certified Professional (OSCP)"
551,Molly Wilcox,molly.wilcox7950@gmail.com,415-204-5141x51740,4,mid,Master's in Cybersecurity,"CompTIA Network+, CompTIA A+, Offensive Security Certified Professional (OSCP)"
552,Gene Brown,gene.brown3543@gmail.com,458-890-4563x926,7,mid,Bachelor's in Computer Science,"CompTIA A+, CompTIA Security+, CISM, GIAC Certified Incident Handler (GCIH)"
553,Melissa Mitchell,melissa.mitchell5490@hotmail.com,+1-943-522-7364x2420,6,mid,Bachelor's in Computer Science,"CompTIA Network+, GIAC Security Essentials (GSEC), CISA, Offensive Security Certified Professional (OSCP)"
554,Mary Le,mary.le4901@hotmail.com,254-325-9089,4,mid,Master's in Cybersecurity,"CompTIA Network+, GIAC Security Essentials (GSEC), CISA"
555,Sheila Olson,sheila.olson1591@hotmail.com,381-394-3785x57510,3,mid,Master's in Cybersecurity,"CompTIA A+, CompTIA Network+"
556,Matthew Herring,matthew.herring3860@gmail.com,512-603-0374x81523,2,entry,Master's in Cybersecurity,"CompTIA A+, CompTIA Network+"
557,Stephen Robinson,stephen.robinson4301@hotmail.com,001-220-282-6968x64854,2,entry,Associate's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA A+"
558,Joshua Rhodes,joshua.rhodes9783@hotmail.com,9125143664,3,mid,Master's in Information Security,"CompTIA Network+, CompTIA A+"
559,Stephen Alvarado,stephen.alvarado5200@yahoo.com,(941)282-5512,1,entry,Bachelor's in Cybersecurity,CompTIA Network+
560,Lindsey Mcintosh,lindsey.mcintosh227@hotmail.com,001-966-787-6893x28222,2,entry,Master's in Information Security,"CompTIA A+, CompTIA Network+"
561,Lauren Crane,lauren.crane3587@hotmail.com,001-911-395-2997x89998,1,entry,Master's in Computer Science,GIAC Security Essentials (GSEC)
562,Shannon Williams,shannon.williams3193@hotmail.com,953-827-9486,3,mid,Master's in Cybersecurity,"CompTIA Network+, CompTIA A+"
563,Taylor Smith,taylor.smith48@hotmail.com,829-597-4691x59694,4,mid,Bachelor's in Computer Science,"CompTIA Network+, CompTIA Security+, CISM"
564,Joe Robinson,joe.robinson8073@hotmail.com,(613)838-1790x4310,4,mid,Master's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Security+, CISM"
565,James Jones,james.jones6571@gmail.com,312-967-4336,6,mid,Bachelor's in Network Engineering,"GIAC Security Essentials (GSEC), CompTIA A+, GIAC Certified Incident Handler (GCIH), CISA"
566,Stacey Craig,stacey.craig4906@hotmail.com,881.454.8958x3771,3,mid,Associate's in Cybersecurity,"CompTIA Security+, CompTIA A+"
567,John Carpenter,john.carpenter6320@hotmail.com,2173113986,2,entry,Master's in Cybersecurity,"CompTIA Network+, CompTIA Security+"
568,Nicholas Ramirez,nicholas.ramirez1294@yahoo.com,001-428-362-7051x449,1,entry,Bachelor's in Computer Science,CompTIA Network+
569,Benjamin Wolf,benjamin.wolf611@hotmail.com,274-734-2427x0548,4,mid,Associate's in Cybersecurity,"CompTIA Security+, CompTIA Network+, CEH"
570,Tyler Graham,tyler.graham3996@gmail.com,818.260.4913x2862,2,entry,Master's in Computer Science,"CompTIA Security+, GIAC Security Essentials (GSEC)"
571,Mitchell Smith,mitchell.smith781@gmail.com,(918)249-6454x37445,6,mid,Associate's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Network+, CISA, GIAC Certified Incident Handler (GCIH)"
572,Valerie Young,valerie.young1664@gmail.com,(938)731-0477x76901,1,entry,Bachelor's in Network Engineering,CompTIA A+
573,Erin Olson,erin.olson2414@hotmail.com,932.840.7417x4104,2,entry,Master's in Cybersecurity,"CompTIA Network+, GIAC Security Essentials (GSEC)"
574,Michael Schultz,michael.schultz4338@yahoo.com,+1-460-812-9338x5699,7,mid,Master's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Security+, CISA, Offensive Security Certified Professional (OSCP)"
575,Jimmy Chavez,jimmy.chavez9970@gmail.com,+1-595-775-9359x1297,4,mid,Associate's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Network+, GIAC Certified Incident Handler (GCIH)"
576,Pamela Wilson,pamela.wilson8214@yahoo.com,703-973-7910,3,mid,Master's in Information Security,"CompTIA Network+, CompTIA A+"
577,Dean Barr,dean.barr2022@hotmail.com,643.667.9370x34942,0,entry,Master's in Computer Science,
578,Ricky Cook,ricky.cook3379@gmail.com,652.990.0532,5,mid,Master's in Computer Science,"CompTIA Network+, GIAC Security Essentials (GSEC), GIAC Certified Incident Handler (GCIH)"
579,Daniel Hester,daniel.hester5244@hotmail.com,(941)948-1263x4056,3,mid,Master's in Computer Science,"CompTIA A+, GIAC Security Essentials (GSEC)"
580,Tammy Martinez,tammy.martinez8035@gmail.com,001-628-482-1860x076,2,entry,Bachelor's in Network Engineering,"CompTIA Network+, GIAC Security Essentials (GSEC)"
581,Glenn Mills,glenn.mills576@yahoo.com,(620)863-9704x328,7,mid,Master's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA A+, GIAC Certified Incident Handler (GCIH), Offensive Security Certified Professional (OSCP)"
582,Ryan Weaver,ryan.weaver8086@hotmail.com,948.497.3504,2,entry,Bachelor's in Computer Science,"CompTIA Network+, CompTIA Security+"
583,Sandra Patel,sandra.patel6041@yahoo.com,(273)216-2807,5,mid,Bachelor's in Network Engineering,"GIAC Security Essentials (GSEC), CompTIA Security+, GIAC Certified Incident Handler (GCIH)"
584,Cheryl Banks,cheryl.banks7017@yahoo.com,001-517-551-5237x861,0,entry,Bachelor's in Network Engineering,
585,Lisa Swanson,lisa.swanson615@yahoo.com,547.232.8050,0,entry,Associate's in Cybersecurity,
586,Lisa Phelps,lisa.phelps7059@hotmail.com,+1-442-935-2140x685,8,senior,Bachelor's in Network Engineering,"CompTIA Security+, CompTIA Network+, CompTIA CySA+, CEH"
587,Marcus Bridges,marcus.bridges1017@yahoo.com,+1-698-811-6447x297,2,entry,Associate's in Cybersecurity,"CompTIA A+, CompTIA Security+"
588,Joseph Greene,joseph.greene1090@yahoo.com,826.717.8659x2346,9,senior,Master's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Security+, CEH, CISA"
589,Rick Reyes,rick.reyes3018@hotmail.com,+1-413-677-8707x33869,3,mid,Associate's in Cybersecurity,"CompTIA A+, CompTIA Security+"
590,Wayne Morris,wayne.morris9294@hotmail.com,001-559-677-4472x11462,6,mid,Bachelor's in Network Engineering,"CompTIA A+, GIAC Security Essentials (GSEC), GIAC Certified Incident Handler (GCIH), CISA"
591,Erika Lee,erika.lee1971@hotmail.com,253.540.0861x0545,3,mid,Bachelor's in Information Technology,"CompTIA Security+, GIAC Security Essentials (GSEC)"
592,Carl Harris,carl.harris3421@yahoo.com,+1-311-383-2955,9,senior,Master's in Computer Science,"CompTIA A+, GIAC Security Essentials (GSEC), CISSP, CISM"
593,Robert Greene,robert.greene5634@hotmail.com,773.492.4149x0189,6,mid,Bachelor's in Computer Science,"GIAC Security Essentials (GSEC), CompTIA Security+, CISM, CompTIA CySA+"
594,Mark Turner,mark.turner39@yahoo.com,+1-758-260-2830x629,4,mid,Bachelor's in Information Technology,"CompTIA Network+, CompTIA Security+, Offensive Security Certified Professional (OSCP)"
595,Jacob Thompson,jacob.thompson7643@gmail.com,878-600-7688x427,0,entry,Bachelor's in Network Engineering,
596,Chris Barber,chris.barber9027@yahoo.com,319.719.4030,6,mid,Associate's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA A+, Offensive Security Certified Professional (OSCP), CISM"
597,Cody Barnes,cody.barnes4076@yahoo.com,735-680-4982x1064,2,entry,Master's in Information Security,"CompTIA A+, CompTIA Security+"
598,Kimberly Hoover,kimberly.hoover8602@hotmail.com,(972)713-9958x772,8,senior,Bachelor's in Computer Science,"CompTIA Security+, GIAC Security Essentials (GSEC), CEH, CISSP"
599,Lawrence Soto,lawrence.soto5953@hotmail.com,(771)216-1548,3,mid,Master's in Computer Science,"CompTIA Network+, CompTIA Security+"
600,John Wolfe,john.wolfe1368@gmail.com,+1-553-307-5122,5,mid,Bachelor's in Network Engineering,"CompTIA Security+, GIAC Security Essentials (GSEC), CEH"
601,Autumn Williams,autumn.williams1239@hotmail.com,945-981-3904,0,entry,Bachelor's in Network Engineering,
602,Shane Gomez,shane.gomez6494@hotmail.com,231.761.8188,5,mid,Master's in Information Security,"CompTIA Security+, GIAC Security Essentials (GSEC), CEH"
603,James Herrera,james.herrera5319@hotmail.com,866-888-3687x4314,0,entry,Bachelor's in Network Engineering,
604,Shelly Drake,shelly.drake228@hotmail.com,(535)951-3685x0930,6,mid,Master's in Cybersecurity,"CompTIA Network+, CompTIA Security+, GIAC Certified Incident Handler (GCIH), CEH"
605,Kylie Murphy,kylie.murphy9205@gmail.com,841.663.2087,4,mid,Master's in Information Security,"CompTIA A+, CompTIA Network+, CEH"
606,Pamela Garcia,pamela.garcia1064@gmail.com,662-569-5549x053,2,entry,Bachelor's in Information Technology,"CompTIA A+, CompTIA Security+"
607,Justin Richard,justin.richard3841@hotmail.com,770-698-5084x3320,6,mid,Master's in Cybersecurity,"CompTIA A+, CompTIA Security+, CISA, CompTIA CySA+"
608,Kelly Barrera,kelly.barrera5407@yahoo.com,353-881-4692x89662,6,mid,Master's in Information Security,"CompTIA Security+, CompTIA Network+, GIAC Certified Incident Handler (GCIH), CompTIA CySA+"
609,Danny Anthony,danny.anthony5930@hotmail.com,864-995-1388x16829,4,mid,Master's in Cybersecurity,"CompTIA A+, CompTIA Security+, CISSP"
610,Chelsea Cox,chelsea.cox8462@hotmail.com,+1-882-689-1058x9314,3,mid,Bachelor's in Computer Science,"CompTIA A+, CompTIA Security+"
611,David Schmidt,david.schmidt6652@hotmail.com,001-901-792-2970x9997,5,mid,Master's in Cybersecurity,"CompTIA A+, CompTIA Security+, CISM"
612,Jose Montes,jose.montes2061@yahoo.com,(770)662-7636x52017,5,mid,Bachelor's in Cybersecurity,"CompTIA Network+, CompTIA Security+, GIAC Certified Incident Handler (GCIH)"
613,Christopher Lam,christopher.lam9285@gmail.com,(904)515-1779,6,mid,Master's in Information Security,"CompTIA Network+, CompTIA A+, CISSP, CISA"
614,David Torres,david.torres2324@hotmail.com,635-419-4991x7722,4,mid,Master's in Information Security,"CompTIA Security+, CompTIA A+, CISM"
615,Dawn Castillo,dawn.castillo9907@gmail.com,348-337-6126,5,mid,Master's in Cybersecurity,"CompTIA A+, CompTIA Security+, Offensive Security Certified Professional (OSCP)"
616,Matthew Hernandez,matthew.hernandez1906@gmail.com,445-410-6174x68009,3,mid,Bachelor's in Network Engineering,"CompTIA Network+, CompTIA A+"
617,Melissa Conner,melissa.conner3324@yahoo.com,329-723-5461,3,mid,Master's in Computer Science,"CompTIA Security+, CompTIA Network+"
618,Eric Duncan,eric.duncan6324@gmail.com,364-889-4352x56249,7,mid,Master's in Cybersecurity,"CompTIA Security+, GIAC Security Essentials (GSEC), CEH, CompTIA CySA+"
619,David Morris,david.morris8531@yahoo.com,001-330-707-5787x503,4,mid,Master's in Information Security,"CompTIA Network+, CompTIA A+, GIAC Certified Incident Handler (GCIH)"
620,Maurice Mendez,maurice.mendez8486@hotmail.com,879-559-3728x2090,6,mid,Bachelor's in Information Technology,"CompTIA Network+, CompTIA Security+, CISM, CompTIA CySA+"
621,Sarah Ray,sarah.ray8233@yahoo.com,768.624.3942,3,mid,Associate's in Cybersecurity,"CompTIA Network+, CompTIA A+"
622,Robert Smith,robert.smith9495@yahoo.com,001-925-668-5477x97907,4,mid,Bachelor's in Cybersecurity,"CompTIA Network+, GIAC Security Essentials (GSEC), Offensive Security Certified Professional (OSCP)"
623,Peter Romero,peter.romero8535@yahoo.com,001-916-522-4152x461,7,mid,Bachelor's in Information Technology,"CompTIA Security+, CompTIA Network+, CISA, CompTIA CySA+"
624,Darren Moody,darren.moody261@yahoo.com,679-717-2839,8,senior,Bachelor's in Computer Science,"CompTIA Network+, CompTIA Security+, CISSP, CISM"
625,Brandi Kim,brandi.kim8423@hotmail.com,976.223.0376,2,entry,Bachelor's in Computer Science,"CompTIA Network+, CompTIA A+"
626,Brent Farmer,brent.farmer472@gmail.com,+1-907-500-4850x05244,6,mid,Bachelor's in Information Technology,"CompTIA Network+, CompTIA Security+, CISSP, CISM"
627,Laura Aguirre,laura.aguirre2784@gmail.com,+1-931-224-7983x4196,6,mid,Master's in Computer Science,"GIAC Security Essentials (GSEC), CompTIA A+, CompTIA CySA+, Offensive Security Certified Professional (OSCP)"
628,Brent Beard,brent.beard1516@hotmail.com,(891)957-4350x0959,3,mid,Bachelor's in Network Engineering,"CompTIA Security+, CompTIA A+"
629,Derek Smith,derek.smith4470@hotmail.com,(500)316-2916x6499,7,mid,Associate's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA A+, CISM, CISSP"
630,Jose Torres,jose.torres9648@hotmail.com,+1-711-871-0600x388,5,mid,Associate's in Cybersecurity,"CompTIA Network+, CompTIA A+, Offensive Security Certified Professional (OSCP)"
631,Tony Mclean,tony.mclean1975@gmail.com,001-443-600-3666,9,senior,Master's in Information Security,"GIAC Security Essentials (GSEC), CompTIA A+, CompTIA CySA+, CISA"
632,Joseph Bass,joseph.bass300@hotmail.com,+1-403-315-3345x2062,6,mid,Bachelor's in Information Technology,"CompTIA Network+, CompTIA A+, CISA, GIAC Certified Incident Handler (GCIH)"
633,Joseph Allen,joseph.allen9090@hotmail.com,696.482.2537,3,mid,Bachelor's in Network Engineering,"CompTIA Security+, CompTIA Network+"
634,Luis Lee,luis.lee9101@yahoo.com,551-964-4063x8127,9,senior,Bachelor's in Network Engineering,"CompTIA Security+, CompTIA A+, CISM, Offensive Security Certified Professional (OSCP)"
635,Roy Ware,roy.ware6767@yahoo.com,(844)867-7030x9550,9,senior,Master's in Information Security,"CompTIA Security+, CompTIA A+, CEH, GIAC Certified Incident Handler (GCIH)"
636,Margaret Stewart,margaret.stewart3149@gmail.com,+1-593-721-1534x19325,5,mid,Master's in Cybersecurity,"CompTIA Network+, CompTIA Security+, CISM"
637,Julia Griffin,julia.griffin7184@yahoo.com,+1-808-779-3997x046,4,mid,Bachelor's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Network+, Offensive Security Certified Professional (OSCP)"
638,Kristi Cardenas,kristi.cardenas6895@gmail.com,001-559-649-5684x459,3,mid,Bachelor's in Cybersecurity,"CompTIA Security+, GIAC Security Essentials (GSEC)"
639,Richard Mills,richard.mills9354@yahoo.com,001-368-237-7555x8258,4,mid,Master's in Cybersecurity,"CompTIA A+, CompTIA Security+, CompTIA CySA+"
640,Alexis Hill,alexis.hill7442@hotmail.com,(307)539-7055x1431,4,mid,Bachelor's in Network Engineering,"GIAC Security Essentials (GSEC), CompTIA Security+, CompTIA CySA+"
641,David Robinson,david.robinson8606@gmail.com,468-553-4023,5,mid,Master's in Cybersecurity,"CompTIA A+, CompTIA Security+, CompTIA CySA+"
642,Cindy Bond,cindy.bond8080@hotmail.com,2654840826,8,senior,Bachelor's in Computer Science,"GIAC Security Essentials (GSEC), CompTIA Security+, CEH, GIAC Certified Incident Handler (GCIH)"
643,Christopher Liu,christopher.liu1319@gmail.com,344-796-1626,5,mid,Bachelor's in Information Technology,"GIAC Security Essentials (GSEC), CompTIA Security+, Offensive Security Certified Professional (OSCP)"
644,Andre Mullen,andre.mullen3623@yahoo.com,991.811.0926x77421,3,mid,Bachelor's in Network Engineering,"CompTIA Network+, CompTIA A+"
645,Sherry Carroll,sherry.carroll7806@gmail.com,(533)645-1402x221,6,mid,Master's in Cybersecurity,"CompTIA Network+, GIAC Security Essentials (GSEC), CompTIA CySA+, GIAC Certified Incident Handler (GCIH)"
646,Natasha Alvarado,natasha.alvarado381@yahoo.com,6157305201,4,mid,Bachelor's in Cybersecurity,"CompTIA A+, CompTIA Network+, GIAC Certified Incident Handler (GCIH)"
647,Annette Griffin,annette.griffin6@yahoo.com,001-765-975-6911,2,entry,Bachelor's in Computer Science,"CompTIA Network+, GIAC Security Essentials (GSEC)"
648,Beth Butler,beth.butler4360@gmail.com,690.667.5661x8191,4,mid,Bachelor's in Computer Science,"CompTIA Security+, GIAC Security Essentials (GSEC), CompTIA CySA+"
649,Kristin Monroe,kristin.monroe2445@hotmail.com,+1-994-422-9014x68490,5,mid,Bachelor's in Cybersecurity,"CompTIA Network+, CompTIA Security+, CEH"
650,Bryan Gonzalez,bryan.gonzalez2209@yahoo.com,(233)839-0572,5,mid,Associate's in Cybersecurity,"CompTIA A+, GIAC Security Essentials (GSEC), CEH"
651,Jamie Gonzalez,jamie.gonzalez8130@yahoo.com,001-378-778-9776,5,mid,Bachelor's in Network Engineering,"GIAC Security Essentials (GSEC), CompTIA Security+, CompTIA CySA+"
652,Tina Wiley,tina.wiley8475@yahoo.com,001-545-264-5313,8,senior,Master's in Information Security,"CompTIA A+, GIAC Security Essentials (GSEC), CompTIA CySA+, CISA"
653,Wendy Johnson,wendy.johnson2869@yahoo.com,001-242-362-7692x6258,6,mid,Bachelor's in Cybersecurity,"GIAC Security Essentials (GSEC), CompTIA Security+, CISSP, CISM"
654,Dylan Roth,dylan.roth2178@gmail.com,542.725.8269x913,2,entry,Master's in Information Security,"CompTIA Security+, CompTIA A+"
655,Victoria Garrett,victoria.garrett15@gmail.com,(928)932-7695x2698,3,mid,Master's in Information Security,"GIAC Security Essentials (GSEC), CompTIA Security+"
656,Eugene Rhodes,eugene.rhodes5065@gmail.com,(312)249-0313,6,mid,Bachelor's in Network Engineering,"CompTIA Network+, CompTIA Security+, CISM, CISA"
657,Dawn Miles,dawn.miles3844@gmail.com,966-532-2660x1683,3,mid,Master's in Cybersecurity,"CompTIA Security+, CompTIA Network+"
658,Maria Rice,maria.rice1367@yahoo.com,+1-213-538-5887x7072,8,senior,Master's in Information Security,"GIAC Security Essentials (GSEC), CompTIA A+, CISA, GIAC Certified Incident Handler (GCIH)"
659,Angela Gonzales,angela.gonzales9081@gmail.com,(891)696-7051x89335,4,mid,Master's in Cybersecurity,"CompTIA Network+, GIAC Security Essentials (GSEC), GIAC Certified Incident Handler (GCIH)"
660,Jessica Murray,jessica.murray8045@hotmail.com,+1-440-394-6643x4024,5,mid,Master's in Cybersecurity,"CompTIA Security+, GIAC Security Essentials (GSEC), GIAC Certified Incident Handler (GCIH)"
661,Joel Crosby,joel.crosby3981@gmail.com,(328)553-1183x2265,4,mid,Master's in Information Security,"CompTIA A+, GIAC Security Essentials (GSEC), CEH"
662,Teresa Moore,teresa.moore1805@hotmail.com,001-335-694-6327x457,9,senior,Master's in Computer Science,"CompTIA Security+, CompTIA A+, CEH, CISM"
663,Brian Mann,brian.mann4981@yahoo.com,9123562918,5,mid,Master's in Computer Science,"GIAC Security Essentials (GSEC), CompTIA Security+, Offensive Security Certified Professional (OSCP)"
664,Stacey Reed,stacey.reed3827@hotmail.com,(431)214-4433x7485,4,mid,Master's in Computer Science,"CompTIA Security+, CompTIA A+, GIAC Certified Incident Handler (GCIH)"
665,Taylor Roberts,taylor.roberts1692@hotmail.com,403-269-6702x9735,5,mid,Bachelor's in Network Engineering,"GIAC Security Essentials (GSEC), CompTIA Network+, CEH"
